Index,Textual Faithfulness,Frame Consistency,Video Fidelity,Source Video,Edited Video,key,tasks,target_dirs,models,caption,editing_prompt,Textual Faithfulness_w1,Textual Faithfulness_w2,Textual Faithfulness_w3,Textual Faithfulness_w4,Frame Consistency_w1,Frame Consistency_w2,Frame Consistency_w3,Frame Consistency_w4,Video Fidelity_w1,Video Fidelity_w2,Video Fidelity_w3,Video Fidelity_w4
3118,1.5,1.75,1.75,cat-girl,cat-girl_3_v_6,cat-girl,Multi-entity,Multi-entity/FateZero,FateZero,A little girl is sitting on a chair holding a cat in her arms,A young boy is sitting on a chair holding a dog in his arms,1,3,1,1,2,3,1,1,2,3,1,1
3119,1.5,1.75,1.75,speed-skating,speed-skating_3_v_6,speed-skating,Multi-entity,Multi-entity/FateZero,FateZero,"Three men are competing in a short track speed skating competition, skating closely on the track","Three old lady are competing in a short track speed skating competition, skating closely on the ice rink",1,3,1,1,2,3,1,1,2,3,1,1
3120,1.25,1.5,1.5,stroller,stroller_3_v_6,stroller,Multi-entity,Multi-entity/FateZero,FateZero,A woman pushing a stroller with a baby in it,A bat-man pushing a wheelchair with a sleeping baby in it,1,2,1,1,2,2,1,1,2,2,1,1
3121,1.75,2,2,varanus-tree,varanus-tree_3_v_6,varanus-tree,Multi-entity,Multi-entity/FateZero,FateZero,A lizard on a leash climbing up a tree,A snake on a leash climbing up a rock wall,1,2,1,3,2,2,1,3,2,2,1,3
3122,1.75,2,2,rallye,rallye_3_v_6,rallye,Multi-entity,Multi-entity/FateZero,FateZero,A rally car is driving down a dirt road,A Subaru rally car is driving down a rocky path,1,2,1,3,2,2,1,3,2,2,1,3
3123,1.25,1.5,1.5,mtb-race,mtb-race_3_v_6,mtb-race,Multi-entity,Multi-entity/FateZero,FateZero,Two people are riding bikes on a wooded trail in a forest,Two robots are riding motorcycles on a wooded trail in a jungle,1,2,1,1,2,2,1,1,2,2,1,1
3124,1,1.5,1.5,dog-gooses,dog-gooses_3_v_6,dog-gooses,Multi-entity,Multi-entity/FateZero,FateZero,"A dog is chasing two ducks on the grass, with a white car and a fence in the background","A cat is chasing two geese on the beach, with a white boat and a palm tree in the background",1,1,1,1,1,2,2,1,1,2,2,1
3125,1.25,1.5,1.5,circus,circus_3_v_6,circus,Multi-entity,Multi-entity/FateZero,FateZero,A boy is flipping over a circle formed by a girl and a boy in the circus,A clown is flipping over a circle formed by a girl and a boy in the carnival,1,2,1,1,2,2,1,1,2,2,1,1
3126,2.5,3,3,car-roundabout,car-roundabout_3_v_6,car-roundabout,Multi-entity,Multi-entity/FateZero,FateZero,A black car is driving on the roundabout road,A silver car is driving on the winding mountain road,3,2,2,3,5,2,2,3,5,2,2,3
3127,1.5,1.75,1.75,breakdance-flare,breakdance-flare_3_v_6,breakdance-flare,Multi-entity,Multi-entity/FateZero,FateZero,A man breakdancing in front of a building,A robot breakdancing in front of a historic castle,1,2,1,2,2,2,1,2,2,2,1,2
3128,2.25,2.25,2.25,flamingo,flamingo_3_v_7,flamingo,Complex-editing,Complex-editing/FateZero,FateZero,"A flamingo is walking and drinking in the water, with two flamingos resting in the pond in the background","A heron is walking and drinking in the water, with two herons resting in the sea in the background, in Van Gogh style",2,3,1,3,2,3,1,3,2,3,1,3
3129,1.75,1.75,1.75,gold-fish,gold-fish_3_v_7,gold-fish,Complex-editing,Complex-editing/FateZero,FateZero,Goldfish in an aquarium with a blue background,"Betta fish in an aquarium with a green background, in Van Gogh style",1,3,2,1,2,3,1,1,2,3,1,1
3130,3.25,3.75,3.75,bears-ball,bears-ball_3_v_7,bears-ball,Complex-editing,Complex-editing/FateZero,FateZero,"Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background","Three black bears are walking and playing with a blue ball on the ground covered with leaves, with the jungle as the background, in Abstract style",3,2,4,4,4,3,4,4,4,3,4,4
3131,2.5,2.75,3,horsejump-stick,horsejump-stick_3_v_7,horsejump-stick,Complex-editing,Complex-editing/FateZero,FateZero,A young girl riding a piebald horse and jumping obstacles in the arena,"A young boy riding a piebald pony and jumping colorful obstacles in the desert oasis, in sunrise colors",3,2,3,2,4,2,3,2,5,2,3,2
3132,1.5,1.75,1.75,dance-jump,dance-jump_3_v_7,dance-jump,Complex-editing,Complex-editing/FateZero,FateZero,A woman in a tutu dancing in front of a fountain,"A man in a tutu dancing in front of a castle, in Oil painting style",1,2,1,2,2,2,1,2,2,2,1,2
3133,1.5,1.75,1.75,landing,landing_3_v_7,landing,Complex-editing,Complex-editing/FateZero,FateZero,"Two men in uniforms are standing on the deck of an aircraft carrier, a fighter jet is landing","Two astronauts in uniforms are standing against a city skyline, a white passenger plane is taking off, in Abstract style",1,2,1,2,2,2,1,2,2,2,1,2
3134,1.75,2,2,mbike-trick,mbike-trick_3_v_7,mbike-trick,Complex-editing,Complex-editing/FateZero,FateZero,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,"A robot wearing a helmet and a white T-shirt is riding a dirt bike in a desert to create smoke circles around him, in Abstract style",2,2,1,2,3,2,1,2,3,2,1,2
3135,1.75,2,2,boat,boat_3_v_7,boat,Complex-editing,Complex-editing/FateZero,FateZero,A white boat is seen moving quickly through the water in an area surrounded by desert and mountains,"A jet ski is seen moving quickly through the water in an area surrounded by grasslands and mountains, in tropical beach colors",1,2,2,2,2,2,2,2,2,2,2,2
3136,1.5,1.5,1.5,drift-turn,drift-turn_3_v_7,drift-turn,Complex-editing,Complex-editing/FateZero,FateZero,A vehicle drifts through a course while driving over several obstacles,"A truck drifts through a desert course while driving over several obstacles, in grayscale",2,2,1,1,2,2,1,1,2,2,1,1
3137,2.25,2.5,2.5,table-tennis,table-tennis_3_v_7,table-tennis,Complex-editing,Complex-editing/FateZero,FateZero,Two men are competing in a table tennis match,"Two robots are competing in a table tennis match, in grayscale",2,3,1,3,2,4,2,2,2,4,2,2
3138,1.5,1.75,1.75,car-turn,car-turn_3_v_7,car-turn,Complex-editing,Complex-editing/FateZero,FateZero,A suv driving down a winding road with mountains in the background,"A jeep driving down a winding road with a volcano in the background, in Van Gogh style",1,2,1,2,2,2,1,2,2,2,1,2
3139,1.25,1.5,1.5,koala,koala_3_v_7,koala,Complex-editing,Complex-editing/FateZero,FateZero,Koala bear climbing on a tree trunk,"Panda bear climbing on a utility pole, in Abstract style",1,2,1,1,2,2,1,1,2,2,1,1
3140,1.25,1.5,1.5,boxing-fisheye,boxing-fisheye_3_v_7,boxing-fisheye,Complex-editing,Complex-editing/FateZero,FateZero,A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches,"A boxing match between two young robots is taking place in a space ship while a crowd of aliens watches, in tropical beach colors",1,2,1,1,2,2,1,1,2,2,1,1
3141,1.25,1.5,1.5,dolphins,dolphins_3_v_7,dolphins,Complex-editing,Complex-editing/FateZero,FateZero,Dolphins swimming in the ocean with a blue sky,"Sharks swimming in the ocean with a stormy sky, in Cartoon style",1,2,1,1,2,2,1,1,2,2,1,1
3142,1.75,2,2,rhino,rhino_3_v_7,rhino,Complex-editing,Complex-editing/FateZero,FateZero,A rhino walking through a zoo enclosure with rocks and trees,"An elephant walking through a zoo enclosure with a pond and grasses, in Oil painting style",1,2,2,2,2,2,2,2,2,2,2,2
3143,1.5,1.75,1.75,rollerblade,rollerblade_3_v_7,rollerblade,Complex-editing,Complex-editing/FateZero,FateZero,A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall,"A professional dancer is doing tricks on roller skates while jumping into the air in front of a city skyline, in rainy day colors",1,2,1,2,2,2,1,2,2,2,1,2
3144,1.5,1.75,1.75,tennis,tennis_3_v_7,tennis,Complex-editing,Complex-editing/FateZero,FateZero,A man is playing tennis on a clay court,"A spider-man player is playing tennis on a grass court, in winter wonderland colors",1,2,1,2,2,2,1,2,2,2,1,2
3145,1.5,1.75,1.75,aerobatics,aerobatics_3_v_7,aerobatics,Complex-editing,Complex-editing/FateZero,FateZero,A man is riding in a hang glider and has a view of the earth below,"An astronaut is riding in a paraglider and has a view of the earth below, in sunrise colors",1,3,1,1,2,3,1,1,2,3,1,1
3146,3,3.5,3.5,planes-water,planes-water_3_v_7,planes-water,Complex-editing,Complex-editing/FateZero,FateZero,An airplane is taxiing on a wet tarmac on a cloudy day,"A commercial airliner is taxiing on a wet runway on a stormy day, in Cartoon style",3,3,2,4,5,3,2,4,5,3,2,4
3147,1,1.25,1.25,subway,subway_3_v_7,subway,Complex-editing,Complex-editing/FateZero,FateZero,People walking on the platform of a subway train in a station,"Robots walking on the platform of a cyberpunk style subway train in a forest clearing, in Oil painting style",1,1,1,1,2,1,1,1,2,1,1,1
3148,2,2.25,2.25,libby,libby_3_v_7,libby,Complex-editing,Complex-editing/FateZero,FateZero,A dog is running on a grassy path in a yard with a fence,"A cat is running on a sand beach by the ocean, in winter wonderland colors",2,3,1,2,4,2,1,2,4,2,1,2
3149,1.25,1.5,1.5,girl-dog,girl-dog_3_v_7,girl-dog,Complex-editing,Complex-editing/FateZero,FateZero,"A woman in a wheelchair and a dog are walking side by side, with a cobblestone road and grass in the background","An astronaut in a wheelchair and a cat are walking side by side, with a dirt path and wildflowers in the background, in vintage postcard colors",1,1,1,2,2,1,1,2,2,1,1,2
3150,1.5,1.75,1.75,dog-agility,dog-agility_3_v_7,dog-agility,Complex-editing,Complex-editing/FateZero,FateZero,A Border Collie is running through a course of poles in a training field,"A German Shepherd is running through a course of red and blue striped poles in an agility park, in sunset colors",1,2,2,1,2,2,2,1,2,2,2,1
3151,2.25,2.5,2.5,mallard-water,mallard-water_3_v_7,mallard-water,Complex-editing,Complex-editing/FateZero,FateZero,a duck swimming in the water,"A swan swimming in a swimming pool, in Van Gogh style",1,2,3,3,2,2,3,3,2,2,3,3
3152,1,1,1,ducks,ducks_3_v_7,ducks,Complex-editing,Complex-editing/FateZero,FateZero,"A group of ducks are walking on the grass near a river, passing under the fence","A group of geese are walking on the sand near a river, passing under the bridge, in Abstract style",1,1,1,1,1,1,1,1,1,1,1,1
3153,1.5,1.75,1.75,breakdance,breakdance_3_v_7,breakdance,Complex-editing,Complex-editing/FateZero,FateZero,A man is breakdancing in the street while a crowd of people watches,"A woman is breakdancing on the beach while a group of tourists watches, in grayscale",1,2,1,2,2,2,1,2,2,2,1,2
3154,1.25,1.5,1.5,car-competition,car-competition_3_v_7,car-competition,Complex-editing,Complex-editing/FateZero,FateZero,A group of race cars driving down a race track,"A pack of NASCAR race cars driving down a dirt road, in Cartoon style",1,2,1,1,2,2,1,1,2,2,1,1
3155,1.75,1.75,1.75,twist-dance,twist-dance_3_v_7,twist-dance,Complex-editing,Complex-editing/FateZero,FateZero,Two women in red and black skirts dancing in a room,"Two robots in red and black skirts dancing in a ballroom, in Cartoon style",2,2,1,2,2,2,1,2,2,2,1,2
3156,2.75,3,3,monster-trucks,monster-trucks_3_v_7,monster-trucks,Complex-editing,Complex-editing/FateZero,FateZero,Two toy cars are racing on a concrete track and a wooden ramp,"Two toy trucks are racing on a dirt track and a wooden ramp, in sunset colors",2,4,2,3,2,4,2,4,2,4,2,4
3157,1.25,1.5,1.5,skate-jump,skate-jump_3_v_7,skate-jump,Complex-editing,Complex-editing/FateZero,FateZero,"A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day","A cyclist jumps over a picnic table on a concrete road, with mountain range in the background and the sunlight of the day, in cityscape at night colors",1,2,1,1,2,2,1,1,2,2,1,1
3158,1.25,1.5,1.5,crafting,crafting_3_v_7,crafting,Complex-editing,Complex-editing/FateZero,FateZero,A person is holding a pencil and crafting a model,"A student is holding a paintbrush and crafting a model, in rainy day colors",1,2,1,1,2,2,1,1,2,2,1,1
3159,1.25,1.75,1.75,motorbike,motorbike_3_v_7,motorbike,Complex-editing,Complex-editing/FateZero,FateZero,Two people riding motorcycles on a road near a mountain,"Two aliens riding Harley Davidson motorcycles on a road near a volcano, in Manga style",1,2,1,1,2,3,1,1,2,3,1,1
4000,3.5,2.25,2,peacock,peacock_4_v_0,peacock,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,A peacock is fanning its feathers on the concrete ground next to an iron fence,A swan is fanning its feathers on the concrete ground next to an iron fence,4,3,4,3,3,2,2,2,2,2,2,2
4001,3.75,3,2.75,gold-fish,gold-fish_4_v_0,gold-fish,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,Goldfish in an aquarium with a blue background,Betta fish in an aquarium with a blue background,4,4,4,3,3,3,3,3,3,3,2,3
4002,3.25,2.5,2.5,horse-race,horse-race_4_v_0,horse-race,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,"Horses are racing in a muddy track during a rainstorm, with one horse running ahead and the others closely behind","Dogs are racing in a muddy track during a rainstorm, with one dog running ahead and the others closely behind",3,3,4,3,3,2,3,2,3,2,3,2
4003,3.75,2.5,2.25,ocean-birds,ocean-birds_4_v_0,ocean-birds,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,Two white birds walking on the beach near the sea,Two black birds walking on the beach near the sea,4,4,4,3,3,2,2,3,2,2,3,2
4004,3.75,2.75,2.5,monkeys,monkeys_4_v_0,monkeys,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,A mother monkey and a baby monkey are picking things to eat on the grassland,A mother gorilla and a baby gorilla are picking things to eat on the grassland,4,4,4,3,3,2,3,3,3,2,2,3
4005,3.5,2.75,1.75,sheep,sheep_4_v_0,sheep,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,A group of sheep in a field with a fence,A group of cows in a field with a fence,4,4,3,3,4,3,2,2,2,2,1,2
4006,3.25,2.75,2.5,camel,camel_4_v_0,camel,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,A camel walking in an enclosure with a fence,A giraffe walking in an enclosure with a fence,3,3,4,3,3,3,3,2,2,3,3,2
4007,3.5,2.5,2.5,dog-competition,dog-competition_4_v_0,dog-competition,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,"A woman competes with her dog in a dog competition, while a crowd watches in the background","A woman competes with her cat in a cat competition, while a crowd watches in the background",4,3,4,3,2,2,3,3,2,2,3,3
4008,1.75,3.25,2.25,videvo_swans,videvo_swans_4_v_0,videvo_swans,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,A group of swans are swimming calmly on the water.,A group of black swans are swimming calmly on the water. ,2,2,1,2,3,4,3,3,2,2,3,2
4009,3.75,2.5,2.75,butterfly,butterfly_4_v_0,butterfly,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,A blue butterfly flying over a plant,A yellow butterfly flying over a plant,4,4,4,3,2,2,3,3,2,3,3,3
4010,3.75,3,2.5,cat-girl,cat-girl_4_v_0,cat-girl,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,A little girl is sitting on a chair holding a cat in her arms,A little girl is sitting on a chair holding a dog in her arms,4,4,4,3,4,2,3,3,3,2,2,3
4011,3.75,3,2.5,horsejump-low,horsejump-low_4_v_0,horsejump-low,CE_animal,CE_animal/Tune-A-Video,Tune-A-Video,A woman rides a gray horse jumping through a set of blue hurdles in the arena,A woman rides a gray donkey jumping through a set of blue hurdles in the arena,4,4,4,3,3,3,3,3,2,3,2,3
4012,3,2.25,2,hurdles-race,hurdles-race_4_v_1,hurdles-race,CE_human,CE_human/Tune-A-Video,Tune-A-Video,A group of women are running on an athletic track while jumping over hurdles as an audience watches on,A group of robots are running on an athletic track while jumping over hurdles as an audience watches on,4,3,3,2,3,2,2,2,2,2,2,2
4013,3.5,2.25,2.25,NextQA_man_jump_warehouse,NextQA_man_jump_warehouse_4_v_1,NextQA_man_jump_warehouse,CE_human,CE_human/Tune-A-Video,Tune-A-Video,A man in overalls and a hat is dancing in a workshop.,A spiderman is dancing in a workshop.,4,4,3,3,2,2,2,3,2,3,2,2
4014,3.5,3,3,mbike-trick,mbike-trick_4_v_1,mbike-trick,CE_human,CE_human/Tune-A-Video,Tune-A-Video,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,A robot wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,3,4,3,4,3,3,3,3,3,3,3,3
4015,3.5,2.25,2,volleyball-beach,volleyball-beach_4_v_1,volleyball-beach,CE_human,CE_human/Tune-A-Video,Tune-A-Video,A group of people playing volleyball on the beach,A group of aliens playing volleyball on the beach.,4,4,3,3,3,2,2,2,2,2,2,2
4016,4,4,4,aerobatics,aerobatics_4_v_1,aerobatics,CE_human,CE_human/Tune-A-Video,Tune-A-Video,A man is riding in a hang glider and has a view of the earth below,An astronaut is riding in a hang glider and has a view of the earth below,4,4,4,4,4,4,4,4,4,4,4,4
4017,2.5,2,2,dogs-jump,dogs-jump_4_v_1,dogs-jump,CE_human,CE_human/Tune-A-Video,Tune-A-Video,"A woman holds snacks in her hand, and her two huskies are also jumping in the air, trying to catch the snacks thrown from her hand, on the grass","A chef holds snacks in her hand, and her two assistants are also jumping in the air, trying to catch the snacks thrown from her hand, on the grass",2,4,2,2,2,2,2,2,2,2,2,2
4018,4,3.5,3,horsejump-stick,horsejump-stick_4_v_1,horsejump-stick,CE_human,CE_human/Tune-A-Video,Tune-A-Video,A young girl riding a piebald horse and jumping obstacles in the arena,A young boy riding a piebald horse and jumping obstacles in the arena,4,4,4,4,4,3,4,3,2,3,4,3
4019,3,2.25,2,schoolgirls,schoolgirls_4_v_1,schoolgirls,CE_human,CE_human/Tune-A-Video,Tune-A-Video,Four shoolgirls standing in front of trees and a fence,Four astronauts standing in front of trees and a fence,3,3,3,3,3,2,2,2,2,2,2,2
4020,3.5,2.25,2,breakdance,breakdance_4_v_1,breakdance,CE_human,CE_human/Tune-A-Video,Tune-A-Video,A man is breakdancing in the street while a crowd of people watches,A woman is breakdancing in the street while a crowd of people watches,4,4,3,3,3,2,2,2,2,2,2,2
4021,3.75,2.5,2.5,judo,judo_4_v_1,judo,CE_human,CE_human/Tune-A-Video,Tune-A-Video,Two men in white uniforms are practicing Judo inside a Karate studio,Two girl in white uniforms are practicing Judo inside a Karate studio,4,4,4,3,3,2,3,2,3,2,2,3
4022,3.75,3.5,3.5,tennis-vest,tennis-vest_4_v_1,tennis-vest,CE_human,CE_human/Tune-A-Video,Tune-A-Video,A man wearing a tank top and undershirt is playing a game of tennis on a clay court,A woman wearing a tank top and undershirt is playing a game of tennis on a clay court,4,4,4,3,4,4,3,3,4,4,3,3
4023,3.75,2.75,2.5,hike,hike_4_v_1,hike,CE_human,CE_human/Tune-A-Video,Tune-A-Video,"A man carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background","A woman carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background",4,4,4,3,3,2,3,3,2,2,3,3
4024,3.25,2.25,2,e-bike,e-bike_4_v_2,e-bike,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A man is riding a weird looking four wheeled scooter at a trade show,A man is riding a futuristic four-wheeled scooter at a technology trade show,4,3,3,3,3,2,2,2,2,2,2,2
4025,3.5,3,2.75,aerobatics,aerobatics_4_v_2,aerobatics,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A man is riding in a hang glider and has a view of the earth below,A man is riding in a paraglider and has a view of the earth below,4,4,3,3,3,3,3,3,2,3,3,3
4026,3,2.25,2,curling,curling_4_v_2,curling,CE_object,CE_object/Tune-A-Video,Tune-A-Video,"A group of women in blue and yellow striped clothing are pushing a curling stone, with a stadium full of spectators in the background","A group of women in blue and yellow striped clothing are pushing a basketball, with a stadium full of spectators in the background",4,3,2,3,3,2,2,2,2,2,2,2
4027,3.5,2.25,2,golf,golf_4_v_2,golf,CE_object,CE_object/Tune-A-Video,Tune-A-Video,"A man wearing a baseball cap is walking with a golf club towards a golf cart, with grass and trees in the background","A man wearing a baseball cap is walking with a golf club towards a red-colored golf cart, with lush green grass and tall trees in the background.",4,4,3,3,3,2,2,2,2,2,2,2
4028,3.75,3,3,city-ride,city-ride_4_v_2,city-ride,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A young boy rides a bike down a street with a graffiti wall,A young boy rides a scooter down a street with a graffiti wall,4,4,4,3,3,3,3,3,3,3,3,3
4029,3.75,3.25,2.75,drift-turn,drift-turn_4_v_2,drift-turn,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A vehicle drifts through a course while driving over several obstacles,A truck drifts through a course while driving over several obstacles,4,4,4,3,4,3,3,3,3,3,2,3
4030,3.75,2.5,2.25,car-competition,car-competition_4_v_2,car-competition,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A group of race cars driving down a race track,A pack of NASCAR race cars driving down a race track,4,4,4,3,2,3,3,2,2,3,2,2
4031,3.75,2.75,3,motorbike,motorbike_4_v_2,motorbike,CE_object,CE_object/Tune-A-Video,Tune-A-Video,Two people riding motorcycles on a road near a mountain,Two people riding Harley Davidson motorcycles on a road near a mountain,4,4,4,3,3,2,3,3,3,3,3,3
4032,4,2.75,3,bmx-bumps,bmx-bumps_4_v_2,bmx-bumps,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A young boy in a bicycle helmet is seen performing various tricks on his bicycle while racing in an outdoor dirt track,A young boy in a bicycle helmet is seen performing various tricks on his BMX bike while racing in an outdoor dirt track,4,4,4,4,3,3,2,3,3,3,3,3
4033,4,3.5,2.75,car-roundabout,car-roundabout_4_v_2,car-roundabout,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A black car is driving on the roundabout road,A silver car is driving on the roundabout road,4,4,4,4,4,4,3,3,2,4,2,3
4034,3.5,3,3,mbike-santa,mbike-santa_4_v_2,mbike-santa,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A man dressed as Santa Claus is riding a motorcycle on the street,A man dressed as Santa Claus is riding a Harley Davidson motorcycle on the street,4,3,4,3,3,3,3,3,3,3,3,3
4035,3.75,3,3,guitar-violin,guitar-violin_4_v_2,guitar-violin,CE_object,CE_object/Tune-A-Video,Tune-A-Video,A man dressed in a suit is playing a song on the violin in a candlelit bar,A man dressed in a suit is playing a song on the green violin in a candlelit bar,4,4,4,3,3,3,3,3,3,3,3,3
4036,4,3,3,motocross-bumps,motocross-bumps_4_v_3,motocross-bumps,CE_other,CE_other/Tune-A-Video,Tune-A-Video,A person riding a dirt bike over a dirt track,A person riding a dirt bike over a rocky terrain,4,4,4,4,3,3,3,3,3,3,3,3
4037,3.75,2.75,2.5,rollercoaster,rollercoaster_4_v_3,rollercoaster,CE_other,CE_other/Tune-A-Video,Tune-A-Video,A roller coaster is running on an orange track on a sunny day.,A roller coaster is running on an orange track on a rainy day,4,4,4,3,3,3,2,3,3,2,2,3
4038,3.25,2.75,2.25,boxing-fisheye,boxing-fisheye_4_v_3,boxing-fisheye,CE_other,CE_other/Tune-A-Video,Tune-A-Video,A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches,A boxing match between two young men is taking place in a space ship while a group of people watches,4,3,3,3,3,2,3,3,2,2,2,3
4039,3.75,3.5,2.75,classic-car,classic-car_4_v_3,classic-car,CE_other,CE_other/Tune-A-Video,Tune-A-Video,"An old race car is driven through a crowd on a track while people watch, cheering and clapping","An old race car is driven through a crowd on a narrow mountain road while people watch, cheering and clapping",4,4,4,3,4,3,4,3,2,3,3,3
4040,4.25,2.75,2.5,horsejump-stick,horsejump-stick_4_v_3,horsejump-stick,CE_other,CE_other/Tune-A-Video,Tune-A-Video,A young girl riding a piebald horse and jumping obstacles in the arena,A young girl riding a piebald horse and jumping obstacles in the desert oasis,4,4,5,4,3,2,3,3,3,2,2,3
4041,3.75,3.25,2.5,india,india_4_v_3,india,CE_other,CE_other/Tune-A-Video,Tune-A-Video,"People walking on busy streets in India, some motorcycles passing by","People walking on the dirt road in India, some motorcycles passing by",4,4,4,3,4,3,3,3,2,3,2,3
4042,3.5,2.5,2,hurdles-race,hurdles-race_4_v_3,hurdles-race,CE_other,CE_other/Tune-A-Video,Tune-A-Video,A group of women are running on an athletic track while jumping over hurdles as an audience watches on,A group of women are running on a sandy track while jumping over hurdles as an audience watches on,4,3,4,3,3,2,3,2,2,2,2,2
4043,3.75,3,2.25,speed-skating,speed-skating_4_v_3,speed-skating,CE_other,CE_other/Tune-A-Video,Tune-A-Video,"Three men are competing in a short track speed skating competition, skating closely on the track","Three men are competing in a short track speed skating competition, skating closely on the ice rink",4,4,4,3,3,3,3,3,2,3,2,2
4044,3.75,2.75,2.5,scooter-gray,scooter-gray_4_v_3,scooter-gray,CE_other,CE_other/Tune-A-Video,Tune-A-Video,A man riding a motorcycle on a street,A man riding a motorcycle on a dirt road,4,4,4,3,3,3,2,3,2,3,2,3
4045,3.75,3.5,3,kite-surf,kite-surf_4_v_3,kite-surf,CE_other,CE_other/Tune-A-Video,Tune-A-Video,A person in a black helmet is water skiing on the surface of a large body of water while attached to a rope,A person in a black helmet is water skiing on the surface of a large body of icy water while attached to a rope,4,4,4,3,4,3,4,3,3,3,3,3
4046,3.75,3,2.5,mbike-trick,mbike-trick_4_v_3,mbike-trick,CE_other,CE_other/Tune-A-Video,Tune-A-Video,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,A man wearing a helmet and a white T-shirt is riding a motorcycle in a desert to create smoke circles around him,4,4,4,3,4,3,2,3,2,3,2,3
4047,3.5,2.5,2.5,drone-flying,drone-flying_4_v_3,drone-flying,CE_other,CE_other/Tune-A-Video,Tune-A-Video,"A man standing on a drone gliding over the water surface, in front of a building","A man standing on a drone gliding over the water surface, in front of a lighthouse",4,4,4,2,3,2,3,2,3,2,3,2
4048,4,3,2.5,hockey,hockey_4_v_4,hockey,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,"A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park","A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park, in Oil painting style",4,4,4,4,3,3,3,3,3,2,2,3
4049,3.75,2.75,2,varanus-tree,varanus-tree_4_v_4,varanus-tree,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A lizard on a leash climbing up a tree,"A lizard on a leash climbing up a tree, in Manga style",4,4,4,3,3,3,2,3,1,2,2,3
4050,2.75,1.75,1.5,monkeys-trees,monkeys-trees_4_v_4,monkeys-trees,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A monkey is rushing from the ground towards another monkey sitting on the tree trunk,"A monkey is rushing from the ground towards another monkey sitting on the tree trunk, in Watercolor style",3,2,3,3,2,1,2,2,1,1,2,2
4051,5,4,4,kite-walk,kite-walk_4_v_4,kite-walk,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,"A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body","A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body, in Watercolor style",5,5,5,5,4,4,4,4,4,4,4,4
4052,3.75,2.75,2.5,swing-boy,swing-boy_4_v_4,swing-boy,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,"A boy is swinging on a swing, with a background of woods, grassland, and a fence","A boy is swinging on a swing, with a background of woods, grassland, and a fence, in Manga style",4,4,4,3,3,2,3,3,2,2,3,3
4053,4,3.5,3.5,tennis-vest,tennis-vest_4_v_4,tennis-vest,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A man wearing a tank top and undershirt is playing a game of tennis on a clay court,"A man wearing a tank top and undershirt is playing a game of tennis on a clay court, in Van Gogh style",4,4,4,4,4,4,3,3,4,4,3,3
4054,3.75,3.25,2.5,cat-girl,cat-girl_4_v_4,cat-girl,Style_Overall,Style_Overall/Tune-A-Video,Tune-A-Video,A little girl is sitting on a chair holding a cat in her arms,"A little girl is sitting on a chair holding a cat in her arms, in Watercolor style",4,4,4,3,4,3,3,3,2,3,2,3
